5918;OLIVOS;ACEITE DE OLIVA "OLIVOS" 500cc;011019;      52.000;2                                                                                                                                                  
4403;50 OLIVOS;ACEITE DE OLIVA ¨50 OLIVOS¨ 500ml;011019;      72.000;2                                                                                                                                            
6301;LA POSTA;ACEITE DE OLIVA 250C LA POSTA (6).;011440;    5900.009;1                                                                                                                                            
6300;LA POSTA;ACEITE DE OLIVA 500CC LA POSTA (6).;011440;   10199.992;1                                                                                                                                           
6290;BAGGIO;ACEITE DE OLIVA 500CC LA POSTA DEL OLIVO (6);011019;     121.000;2                                                                                                                                    
2223;PUREZA;ACEITE NATURA 1.5L (12).;011019;    1169.000;2                                                                                                                                                        
2218;NATURA;ACEITE NATURA 500CC;011019;      65.000;2                                                                                                                                                             
2219;NATURA;ACEITE NATURA 900cc (15);011440;     539.000;2                                                                                                                                                        
5911;MENOYO;ACETO BALSAMICO 250CC (6);011019;      42.000;2                                                                                                                                                       
5910;MENO;ACETO BALSAMICO 500CC (6);011019;      66.000;2                                                                                                                                                         
413;BIC;AFEITADORA BIC ACQUA 3;015001;      43.000;2                                                                                                                                                              
414;BIC;AFEITADORA BIC COMFORT 3;015001;      52.000;2                                                                                                                                                            
412;BIC;AFEITADORA BIC FLEX 3;015001;      59.000;2                                                                                                                                                               
8350;CLAUSER;AGITADOR P/CAFE CRISTAL X1000U.;042428;    2799.999;1                                                                                                                                                
8354;CLAUSER;AGITADOR TRAGO LARGO X100U.;042428;    1479.000;1                                                                                                                                                    
6386;VIDA;AGUA DE MESA FRESH 6.5L 2XU;02024 ;    1521.000;2                                                                                                                                                       
1510;VIP;AGUA GASIFICADA 500cc vip;02024 ;      58.000;2                                                                                                                                                          
1511;VIP;AGUA GASIFICADA-T.ROSCAx2LTLS (6);014403;      44.000;2                                                                                                                                                  
5926;IBC;AGUA OXIG.10VOL.x100cc(24).;015002;     330.000;1                                                                                                                                                        
1506;VIP;AGUA SAB. POMELO S/AZUCAR;02024 ;      20.000;2                                                                                                                                                          
6551;BAGGIO;AGUA SABOR.1.25L MANZANA (6);02024 ;      69.000;2                                                                                                                                                    
6553;BAGGIO;AGUA SABOR.1.25L PERA (6);02024 ;      69.000;2                                                                                                                                                       
6356;BAGGIO;AGUA SABOR.1.5L LIMONE x6U;02024 ;    6286.017;1                                                                                                                                                      
6351;BAGGIO;AGUA SABOR.1.5L MANZ.x6;02024 ;    6286.017;1                                                                                                                                                         
6358;BAGGIO;AGUA SABOR.1.5L MIXFRUTAL x6;02024 ;    6286.017;1                                                                                                                                                    
6352;BAGGIO;AGUA SABOR.1.5L NARANJA x6;02024 ;    6286.017;1                                                                                                                                                      
6354;BAGGIO;AGUA SABOR.1.5L PERA x6;02024 ;    6286.017;1                                                                                                                                                         
6350;BAGGIO;AGUA SABOR.1.5L POMELO x6;02024 ;    6286.017;1                                                                                                                                                       
6552;BAGGIO;AGUA SABOR.1.5L S/AZ POMELO (6);02024 ;    4044.000;2                                                                                                                                                 
6353;BAGGIO;AGUA SABOR.1.5L S/AZUC MANZANA (6);02024 ;    4044.000;2                                                                                                                                              
6357;BAGGIO;AGUA SABOR.1.5L S/AZUC. NAR (6);02024 ;    4044.000;2                                                                                                                                                 
6550;BAGGIO;AGUA SABOR.600 (6);02024 ;     130.000;2                                                                                                                                                              
6365;BAGGIO;AGUA SABOR.600CC LIMONADA (6);02024 ;    4324.646;1                                                                                                                                                   
6362;BAGGIO;AGUA SABOR.600cc MANZANA;02024 ;    4324.646;1                                                                                                                                                        
6359;BAGGIO;AGUA SABOR.600CC MIX FRUTAL (6);02024 ;    4324.646;1                                                                                                                                                 
6361;BAGGIO;AGUA SABOR.600cc NARANJA;02024 ;    4324.646;1                                                                                                                                                        
6363;BAGGIO;AGUA SABOR.600CC PERA  (6);02024 ;    4198.685;2                                                                                                                                                      
6360;BAGGIO;AGUA SABOR.600cc POMELO;02024 ;    4324.646;1                                                                                                                                                         
817;ARCOR;AGUILA 70% CACAO 150g;006006;    9499.999;1                                                                                                                                                             
1814;ARCOR;AGUILA BARRITA 14gr (24);006006;     950.001;1                                                                                                                                                         
1811;ARCOR;AGUILA BARRITA 14gr cacao (24);006006;     950.001;1                                                                                                                                                   
1805;ARCOR;AGUILA FLIAR 100G;006006;    4789.997;1                                                                                                                                                                
592;VARIOS;AGUJA CANASTITA (100);024322;    1466.000;1                                                                                                                                                            
1775;CROMEROS;ALBUM APEX;02121 ;      43.000;2                                                                                                                                                                    
690;PANINI;ALBUM BIA;017001;      96.000;2                                                                                                                                                                        
5352;STICKER DESING;ALBUM CAPIBARA;017002;    3502.439;2                                                                                                                                                          
225;STICKER DESING;ALBUM CASI ANGELES;017001;    3689.329;2                                                                                                                                                       
5365;NEW RITA;ALBUM CONMEBOL LIB. 2025;017001;    4530.002;1                                                                                                                                                      
356;PANINI;ALBUM COPA AMERICA 2024;017002;    3065.000;2                                                                                                                                                          
1625;PANINI;ALBUM DRAGON BALL;017002;     312.000;2                                                                                                                                                               
227;STICKER DESING;ALBUM DRAGON BALL SUPER;017002;     218.000;2                                                                                                                                                  
5356;CROMY;ALBUM FORMULA 1;017001;    5200.001;1                                                                                                                                                                  
1627;CROMY;ALBUM FORTNITE;017002;     312.000;2                                                                                                                                                                   
2519;PANINI;ALBUM FUTBOL ARG.2024;017363;    4645.000;2                                                                                                                                                           
5376;NEW RITA;ALBUM FUTBOL ARGENTINO 2025;017001;    6166.903;2                                                                                                                                                   
5386;NEW RITA;ALBUM ITALIAN BRAINROT;017001;    6500.006;1                                                                                                                                                        
5372;STICKER DESING;ALBUM LABUBU;017002;    3507.389;2                                                                                                                                                            
5380;STICKER DESING;ALBUM LAS GUERRERAS KPOP;017001;    3380.000;1                                                                                                                                                
5319;CROMY;ALBUM LIGA PROMO;017001;       1.000;2                                                                                                                                                                 
692;PANINI;ALBUM LOL FASHION FUN!!!;017002;      91.000;2                                                                                                                                                         
251;PANINI;ALBUM LOS POLINESIOS 2;017002;     113.000;2                                                                                                                                                           
5374;NEW RITA;ALBUM MARGARITA;017002;    4892.368;2                                                                                                                                                               
5363;NEW RITA;ALBUM MOANA 2;017002;    4799.999;2                                                                                                                                                                 
5392;PANINI;ALBUM MUNDIAL CLUBES 25;017002;    6102.969;2                                                                                                                                                         
233;WORLD CUP;ALBUM MUNDIAL SELLO 2022;017002;    1533.000;2                                                                                                                                                      
264;STICKER DESING;ALBUM PAW PATROL;017002;    2692.000;2                                                                                                                                                         
249;STICKER DESING;ALBUM POKEMON;017001;     150.000;2                                                                                                                                                            
5354;STICKER DESING;ALBUM ROBLOX BRAINROT;017002;    3350.000;1                                                                                                                                                   
1630;PANINI;ALBUM RUSSIA 2018;017001;      23.000;2                                                                                                                                                               
5361;NEW RITA;ALBUM SNOOPY;017002;    5901.959;2                                                                                                                                                                  
5388;NEW RITA;ALBUM SPIDER MAN;017002;    4530.000;2                                                                                                                                                              
5378;NEW RITA;ALBUM SQUISHMALLOWS;017002;    6135.040;2                                                                                                                                                           
5367;NEW RITA;ALBUM STITCH X20;017001;    6164.382;2                                                                                                                                                              
5369;NEW RITA;ALBUM SUPER MARIO;017002;    6146.342;2                                                                                                                                                             
5358;STICKER DESING;ALBUM TRALALERO TRALALA;017002;    3760.010;1                                                                                                                                                 
6000;TOPPS;ALBUM+STICKERS VAMOS ARGENTINA!!!;017002;    4066.000;2                                                                                                                                                
5950;PORTA;ALCOHOL PORTA 1L (12);015002;    3724.923;1                                                                                                                                                            
5952;PORTA;ALCOHOL PORTA 250ml (15);015002;    1295.786;1                                                                                                                                                         
5951;PORTA;ALCOHOL PORTA 500CC (12).;015002;    2127.251;1                                                                                                                                                        
731;ARCOR;ALF B & N TRIPLE (NEGRO);006003;    1245.000;1                                                                                                                                                          
742;ARCOR;ALF B & N TRIPLE BCO (21);006003;    1245.000;1                                                                                                                                                         
806;ARCOR;ALF BON O BON TRIP x 60grs (21);006003;    1245.000;1                                                                                                                                                   
7001;CAPRICHO;ALF CAPRICHO 70gr BLANCO (24);006003;     450.010;2                                                                                                                                                 
7000;CAPRICHO;ALF CAPRICHO 70gr NEGRO (24);006003;     450.010;2                                                                                                                                                  
359;COFLER;ALF COFLER BLOCK TRIP. x60gr (21);006003;    1245.000;1                                                                                                                                                
828;ARCOR;ALF COFLER CHOCO CREAMY 60g (21);006003;    1245.000;1                                                                                                                                                  
2471;CHAMM;ALF CHAMMAS BELGRANO 50G (50).;006003;     295.000;2                                                                                                                                                   
2468;CHAMMAS;ALF CHAMMAS BELGRANO X6U.;006003;    1772.000;2                                                                                                                                                      
2473;CHAMMAS;ALF CHAMMAS INSTITUTO 50G (50);006003;     295.000;2                                                                                                                                                 
2472;CHAMMAS;ALF CHAMMAS TALLERES 50G (50);006003;     295.000;2                                                                                                                                                  
2469;CHAMMAS;ALF CHAMMAS TALLERES X6U (14);006003;    1772.000;2                                                                                                                                                  
875;ARCOR;ALF CHOCOTORTA 70g (21);006003;    1245.000;1                                                                                                                                                           
2678;FANTOCHE;ALF ELIXIR 70G;006003;     798.010;2                                                                                                                                                                
2673;FANTOCHE;ALF FANTOCHE DAY TRI 85G;006003;     655.010;2                                                                                                                                                      
2674;FANTOCHE;ALF FANTOCHE NIGHT TRI 85G (12);006003;     655.010;2                                                                                                                                               
2676;FANTOCHE;ALF FANTOCHE SIMPLE DAY 50G;006003;     490.011;2                                                                                                                                                   
2675;FANTOCHE;ALF FANTOCHE SIMPLE NIGHT 50G;006003;     490.011;2                                                                                                                                                 
2672;FANTOCHE;ALF FANTOCHE TRI BLANCO 85G (12);006003;     678.003;1                                                                                                                                              
2677;FANTOCHE;ALF FANTOCHE TRI NEGRO 85G (12);006003;     678.003;1                                                                                                                                               
2300;NEVARES;ALF FULBITO BLACK X40U 30G;006003;    6530.007;1                                                                                                                                                     
2302;NEVARES;ALF FULBITO CHOC X40U.;006003;    6530.007;1                                                                                                                                                         
2301;NEVARES;ALF FULBITO MANI X40U.;006003;    6530.007;1                                                                                                                                                         
